"ResponseID","AGE","EMPLOY","GENDER","INCOME","RESIDENT","ZIPCODE","VISIT_WHY","VISIT_WHY_OTHER","VISIT_FROM","REASON_TEXT","COMPANY_TEXT","FREQUENCY","ISSUE_CONCERN","ISSUE_CONFIDENT","ISSUE_CUT","ISSUE_NORM","ACTION_GEAR","ACTION_ZONE","ACTION_ENFORCE","ACTION_DEMOLISH","ACTION_VIDEO","REG_AWARE","REG_DIFFICULT","REG_SNORM","REG_REDUCE","REG_DNORM","SECTION","TIME_MORNING","TIME_MIDDAY","TIME_EVENING","TIME_LATE","TIME_number","REASON_FUN","REASON_FOOD","REASON_SELL","REASON_WATCH","REASON_OTHER","REASON_number","COMPANY_NONE","COMPANY_FRIEND","COMPANY_PARSIB","COMPANY_SPOUSE","COMPANY_KIDS","COMPANY_OTHER","COMPANY_number","GROUP","TACKLE","TTACKLE","REG_AFFECT","REG_ENOUGH","REG_CAUSE","REG_ENFORCE"
"R_101101",35,"Unemployed","Male","$25,000 or less","Yes",33714,NA,NA,NA,NA,NA,"At least once a week","Agree","Agree","Agree","Agree","Moderately effective","Not effective at all","Very effective","Not effective at all","Very effective","Yes","Strongly disagree","Agree","Disagree","Agree","C","Yes","Yes","No","No",2,"Yes","Yes","No","Yes","No",3,"Yes","No","No","No","No","No",0,"Control","All of them","Two of them","Disagree","Strongly agree","Strongly agree","Somewhat agree"
"R_101102",39,"Full-time","Female","$50,001 - $75,000","Yes",34221,NA,NA,NA,NA,NA,"At least once a week","Agree","Strongly agree","Strongly agree","Agree","Not effective at all","Not effective at all","Very effective","Not effective at all","Moderately effective","Yes","Strongly disagree","Strongly agree","Strongly disagree","Somewhat agree","B","Yes","Yes","No","Yes",3,"Yes","Yes","No","Yes","No",3,"No","No","No","Yes","No","No",1,"Control","All of them","All of them","Strongly agree","Strongly agree","Somewhat disagree","Somewhat agree"
"R_101103",35,"Full-time","Male","$25,001 - $50,000","Yes",34251,NA,NA,NA,NA,NA,"At least once a week","Disagree","Strongly agree","Strongly agree","Somewhat agree","Not effective at all","Not effective at all","Extremely effective","Extremely effective","Extremely effective","Yes","Strongly agree","Somewhat disagree","Strongly disagree","Somewhat agree","A","Yes","Yes","No","No",2,"Yes","No","No","No","No",1,"Yes","No","No","No","No","No",0,"Control","All of them","All of them","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree"
"R_101104",65,"Retired","Male","$50,001 - $75,000","Yes",33810,NA,NA,NA,NA,NA,"A few times per year","Agree","Strongly agree","Strongly agree","Disagree","Slightly effective","Moderately effective","Very effective","Not effective at all","Extremely effective","Yes","Disagree","Strongly agree","Strongly agree","Strongly agree","C","Yes","Yes","No","No",2,"Yes","No","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","Three of them","Three of them","Strongly disagree","Agree","Strongly disagree","Strongly disagree"
"R_101105",67,"Full-time","Male","$25,001 - $50,000","Yes",34222,NA,NA,"IN",NA,NA,"A few times per year","Agree","Agree","Agree","Agree","Slightly effective","Not effective at all","Slightly effective","Not effective at all","Very effective","Yes","Disagree","Disagree","Somewhat agree","Agree","C","No","Yes","No","No",1,"Yes","No","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","All of them","Three of them","Disagree","Somewhat disagree","Somewhat agree","Somewhat agree"
"R_101106",45,"Unemployed","Female",NA,"Yes",33578,NA,NA,NA,"Therapy",NA,"At least once a week","Somewhat disagree","Somewhat agree","Disagree","Somewhat disagree","Slightly effective","Not effective at all","Very effective","Moderately effective","Slightly effective","Yes","Disagree","Agree","Disagree","Strongly disagree","A","No","Yes","No","No",1,"Yes","No","No","No","Yes",2,"Yes","No","No","No","No","No",0,"Treatment","Two of them","One of them","Somewhat agree","Somewhat agree","Agree","Disagree"
"R_101107",NA,"Full-time","Male","$25,000 or less","Yes",33614,NA,NA,"Cuba",NA,NA,"Once or twice a month","Strongly disagree",NA,"Strongly agree","Strongly disagree","Slightly effective",NA,"Not effective at all","Slightly effective","Not effective at all","Yes","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","A","Yes","Yes","No","No",2,"No","Yes","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","One of them","Three of them","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"R_101401",45,"Full-time","Male",NA,"Yes",33710,NA,NA,NA,NA,NA,"Once or twice a month","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Not effective at all","Not effective at all","Extremely effective","Not effective at all","Moderately effective","Yes","Somewhat disagree","Strongly agree","Strongly disagree","Strongly agree","B","Yes","Yes","No","Yes",3,"Yes","Yes","No","Yes","No",3,"Yes","No","No","No","No","No",0,"Control","All of them","All of them","Strongly agree","Strongly agree","Strongly agree","Strongly agree"
"R_101402",55,"Full-time","Male","$75,001 - $100,000","Yes",34211,NA,NA,NA,NA,NA,"At least once a week","Somewhat disagree","Somewhat disagree","Strongly agree","Disagree","Not effective at all","Not effective at all","Not effective at all","Not effective at all","Very effective","Yes","Somewhat agree","Strongly disagree","Strongly disagree","Disagree","B","No","Yes","No","No",1,"Yes","Yes","No","No","No",2,"No","No","No","Yes","No","No",1,"Control","Two of them","Two of them","Strongly agree","Strongly agree","Strongly agree","Agree"
"R_101403",35,"Full-time","Male","$75,001 - $100,000","Yes",33831,NA,NA,NA,NA,NA,"Once or twice a month","Somewhat disagree","Agree","Agree","Somewhat disagree","Slightly effective","Not effective at all","Slightly effective","Not effective at all","Extremely effective","No","Disagree","Somewhat agree","Somewhat agree","Agree","B","No","Yes","No","No",1,"Yes","No","No","No","No",1,"No","No","No","Yes","Yes","No",2,"Control","Two of them","Two of them","Disagree","Agree","Somewhat disagree","Somewhat agree"
"R_101404",33,"Full-time","Female","$25,001 - $50,000","Yes",32059,NA,NA,NA,NA,NA,"This is my first time at the pier","Strongly agree","Agree","Strongly agree","Agree","Moderately effective","Not effective at all","Extremely effective","Not effective at all","Extremely effective","No","Strongly disagree","Strongly agree","Disagree","Disagree","B","No","Yes","No","No",1,"Yes","No","No","No","No",1,"No","No","No","Yes","No","No",1,"Control","All of them","All of them","Strongly disagree","Somewhat agree","Somewhat disagree","Disagree"
"R_101405",57,"Full-time","Male","$100,001 or more","Yes",33761,NA,NA,NA,NA,"Grandson","Once or twice a month","Strongly disagree","Strongly agree","Strongly agree","Somewhat agree","Not effective at all","Not effective at all","Not effective at all","Not effective at all","Moderately effective","Yes","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","B","No","Yes","No","No",1,"Yes","No","No","No","No",1,"No","No","No","No","Yes","Yes",2,"Control","All of them","All of them","Strongly agree","Strongly agree","Somewhat agree","Somewhat agree"
"R_101406",32,"Part-time","Female","$25,001 - $50,000","Yes",34208,NA,NA,"NJ",NA,NA,"At least once a week","Disagree","Agree","Somewhat agree","Somewhat disagree","Not effective at all","Not effective at all","Extremely effective","Not effective at all","Moderately effective","Yes","Disagree","Somewhat disagree","Somewhat disagree","Agree","B","No","Yes","No","No",1,"No","Yes","No","No","No",1,"No","No","No","Yes","No","No",1,"Treatment","Two of them","Two of them","Agree","Agree","Agree","Somewhat agree"
"R_101407",39,"Full-time","Male","$50,001 - $75,000","Yes",34211,NA,NA,NA,NA,NA,"At least once a week","Strongly agree","Agree","Agree","Agree","Moderately effective","Moderately effective","Extremely effective","Extremely effective","Moderately effective","Yes","Disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","B","Yes","Yes","No","Yes",3,"Yes","Yes","No","No","No",2,"No","No","No","Yes","No","No",1,"Treatment","All of them","Three of them","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree"
"R_101408",68,"Full-time",NA,"$50,001 - $75,000","Yes",34698,NA,NA,NA,NA,NA,"At least once a week","Disagree","Strongly agree","Strongly agree","Agree","Not effective at all","Not effective at all","Very effective","Not effective at all","Very effective","Yes","Agree","Disagree","Disagree","Somewhat disagree","B","Yes","Yes","No","No",2,"No","Yes","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","Three of them","Two of them","Strongly agree","Strongly agree","Disagree","Agree"
"R_101409",39,"Full-time","Male","$100,001 or more","Yes",34211,NA,NA,NA,NA,NA,"At least once a week","Agree","Strongly agree","Agree","Disagree","Slightly effective","Not effective at all","Not effective at all","Very effective","Moderately effective","Yes","Strongly disagree","Strongly agree","Disagree","Somewhat agree","B","Yes","Yes","No","No",2,"No","Yes","No","No","No",1,"No","No","No","Yes","No","No",1,"Treatment","Three of them","Three of them","Agree","Strongly agree","Somewhat disagree","Strongly agree"
"R_101410",32,"Full-time","Male","$50,001 - $75,000","Yes",33635,NA,NA,"Cuba",NA,NA,"Once or twice a month","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Not effective at all","Not effective at all","Slightly effective","Slightly effective","Not effective at all","Yes","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","B","No","Yes","No","No",1,"Yes","No","No","No","No",1,"No","No","No","Yes","No","No",1,"Treatment","Two of them","Two of them",NA,"Somewhat agree","Disagree","Strongly disagree"
"R_101411",32,"Full-time","Male","$25,001 - $50,000","Yes",33716,NA,NA,NA,NA,NA,"A few times per year","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Not effective at all","Not effective at all","Not effective at all","Not effective at all","Extremely effective","No","Disagree","Disagree","Agree","Somewhat disagree","A","Yes","Yes","No","No",2,"Yes","No","No","No","No",1,"No","Yes","No","No","No","No",1,"Treatment","Four of them","Four of them","Disagree","Agree","Somewhat disagree","Somewhat disagree"
"R_102001",60,"Unemployed","Male","$25,001 - $50,000","Yes",33716,NA,NA,NA,NA,NA,"Once or twice a month","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Slightly effective","Slightly effective","Extremely effective","Not effective at all","Extremely effective","Yes","Strongly disagree","Strongly agree","Strongly agree","Somewhat disagree","A","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","Yes","No","No","No","No",1,"Control","One of them","Three of them","Somewhat disagree","Agree","Somewhat agree","Somewhat agree"
"R_102002",23,"Full-time","Male","$50,001 - $75,000","No",NA,NA,NA,NA,NA,NA,"Once or twice a month","Somewhat agree","Agree","Somewhat disagree","Somewhat disagree","Not effective at all","Slightly effective","Slightly effective","Very effective","Very effective","Yes","Disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","A","Yes","No","No","No",1,"Yes","Yes","No","No","No",2,"No","Yes","No","No","No","No",1,"Control","All of them","All of them","Agree","Agree","Somewhat agree","Agree"
"R_102003",62,"Unemployed","Male","$100,001 or more","Yes",33596,NA,NA,NA,NA,NA,"At least once a week","Strongly agree","Strongly agree","Strongly agree","Agree","Very effective","Moderately effective","Very effective","Not effective at all","Extremely effective","Yes","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","B","Yes","No","No","No",1,"Yes","No","No","No","No",1,"Yes","No","No","No","No","No",0,"Control","One of them","Two of them","Somewhat disagree","Strongly agree","Strongly agree","Strongly agree"
"R_102004",33,"Full-time","Male","$25,000 or less","Yes",33604,NA,NA,"Cuba",NA,NA,"Once or twice a month","Agree","Somewhat agree","Agree","Somewhat agree","Moderately effective","Moderately effective","Moderately effective","Very effective","Very effective","Yes","Disagree","Agree","Agree","Agree","A","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","Yes","No","No","No","No",1,"Control","Two of them","Two of them","Disagree","Agree","Agree","Somewhat disagree"
"R_102005",23,"Full-time","Male","$50,001 - $75,000","Yes",34208,"Business or work-related activities",NA,"KS",NA,NA,"Once or twice a month","Somewhat disagree","Strongly agree","Strongly agree","Somewhat agree","Not effective at all","Slightly effective","Extremely effective","Extremely effective","Very effective","Yes","Strongly disagree","Agree","Somewhat agree","Strongly agree","A","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","Yes","No","No","No","No",1,"Treatment","Two of them","Two of them","Somewhat disagree","Strongly agree","Agree","Agree"
"R_102006",NA,"Retired","Male","$25,001 - $50,000","Yes",32810,NA,NA,NA,NA,NA,"A few times per year","Agree","Agree","Strongly agree","Somewhat agree","Moderately effective","Moderately effective","Very effective","Not effective at all","Very effective","No","Agree","Agree","Agree","Agree","A","Yes","No","No","Yes",2,"Yes","No","No","No","No",1,"No","No","No","Yes","No","No",1,"Treatment","Four of them","All of them","Agree","Somewhat disagree","Agree","Somewhat disagree"
"R_102201",57,"Full-time","Male","$50,001 - $75,000","No",23236,"Vacation or holiday",NA,"VA",NA,NA,"This is my first time at the pier","Agree","Strongly agree","Agree","Somewhat agree","Very effective","Moderately effective","Extremely effective","Moderately effective","Very effective","Yes","Strongly disagree","Agree","Strongly agree","Agree","B","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","Yes","No","No","No","No",1,"Control","Two of them","Two of them","Agree","Somewhat agree","Agree","Somewhat agree"
"R_102202",45,"Full-time","Male","$25,001 - $50,000","Yes",34785,NA,NA,"Sumpter",NA,NA,"Once or twice a month","Somewhat disagree","Agree","Agree","Somewhat agree","Not effective at all","Slightly effective","Moderately effective","Not effective at all","Very effective","Yes","Disagree","Somewhat agree","Somewhat disagree","Somewhat agree","B","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","Yes","No","No","No","No",1,"Control","One of them","Two of them","Agree","Agree","Somewhat agree","Somewhat agree"
"R_102203",32,"Full-time","Male","$75,001 - $100,000","Yes",33634,NA,NA,NA,NA,NA,"A few times per year","Agree","Strongly agree","Somewhat agree","Agree","Slightly effective","Moderately effective","Slightly effective","Not effective at all","Extremely effective","Yes","Disagree","Strongly agree","Agree","Strongly agree","B","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","No","No","No","Yes","No",1,"Control","None of them","Two of them","Disagree","Somewhat disagree","Somewhat disagree","Somewhat agree"
"R_102204",39,"Full-time","Male","$50,001 - $75,000","Yes",33782,NA,NA,NA,NA,NA,"Once or twice a month","Agree","Strongly agree","Strongly agree","Somewhat disagree","Not effective at all","Not effective at all","Not effective at all","Not effective at all","Very effective","No","Strongly disagree","Agree","Disagree","Agree","A","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","No","No","No","Yes","No",1,"Treatment","All of them","Two of them","Somewhat disagree","Strongly agree","Agree","Agree"
"R_102205",54,"Retired","Female","$50,001 - $75,000","Yes",34221,NA,NA,NA,NA,NA,"A few times per year","Strongly agree","Somewhat agree","Strongly disagree","Agree","Slightly effective","Not effective at all","Very effective","Slightly effective","Extremely effective","Yes","Strongly disagree","Strongly agree","Somewhat agree","Somewhat agree","B","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","No","No","Yes","No","No",1,"Treatment","Four of them","Two of them","Disagree","Agree","Agree","Somewhat disagree"
"R_102206",23,"Full-time","Female","$25,001 - $50,000","No",23235,"Vacation or holiday",NA,"VA",NA,NA,"This is my first time at the pier","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Very effective","Extremely effective","Extremely effective","Moderately effective","Moderately effective","Yes","Disagree","Agree","Strongly agree","Agree","B","Yes","No","No","Yes",2,"Yes","No","No","Yes","No",2,"No","No","Yes","No","No","No",1,"Treatment","Two of them","Two of them","Disagree","Strongly agree","Agree","Somewhat agree"
"R_102207",60,"Full-time","Male","$25,000 or less","Yes",32819,NA,NA,NA,NA,NA,"A few times per year","Strongly agree","Somewhat disagree","Agree","Disagree","Not effective at all","Not effective at all","Extremely effective","Not effective at all","Very effective","No","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","B","Yes","No","No","Yes",2,"Yes","No","No","No","No",1,"No","No","Yes","No","No","No",1,"Treatment","Four of them","Four of them","Strongly agree","Agree","Strongly disagree","Strongly agree"
"R_102501",71,"Retired","Male","$25,001 - $50,000","Yes",32828,"Something else","I live in Orlando","Puerto Rico",NA,NA,"A few times per year","Agree","Somewhat agree","Strongly agree","Agree","Very effective","Not effective at all","Moderately effective","Not effective at all","Very effective","No",NA,NA,NA,NA,"B","Yes","No","No","No",1,"Yes","No","No","No","No",1,"No","No","No","Yes","No","No",1,"Control","Two of them","Three of them",NA,NA,NA,NA
"R_102502",61,"Part-time","Male","$25,001 - $50,000","Yes",33578,NA,NA,NA,NA,NA,"At least once a week","Strongly agree","Agree","Strongly agree","Somewhat disagree","Moderately effective","Not effective at all","Not effective at all","Not effective at all","Extremely effective","Yes","Somewhat disagree","Strongly agree","Agree","Somewhat disagree","B","Yes","No","No","Yes",2,"No","Yes","No","No","No",1,"Yes","No","No","No","No","No",0,"Control","Three of them","Two of them","Strongly disagree","Agree","Somewhat agree","Somewhat agree"
"R_102503",47,"Full-time","Male","$100,001 or more","Yes",33708,NA,NA,NA,NA,NA,"At least once a week","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Moderately effective","Moderately effective","Moderately effective","Moderately effective","Moderately effective","Yes","Strongly disagree","Agree","Somewhat disagree","Somewhat agree","B","Yes","No","No","Yes",2,"Yes","No","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","Two of them","Two of them","Disagree","Somewhat agree","Somewhat agree","Somewhat agree"
"R_102504",69,"Retired","Male","$75,001 - $100,000","Yes",34211,NA,NA,NA,NA,NA,"Once or twice a month","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Moderately effective","Very effective","Extremely effective","Not effective at all","Extremely effective","Yes","Strongly disagree","Strongly agree","Strongly agree","Agree","C","Yes","No","No","Yes",2,"Yes","No","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","Three of them","Four of them","Strongly disagree","Strongly agree","Somewhat agree","Somewhat disagree"
"R_102801",38,"Full-time","Male",NA,"Yes",33777,NA,NA,NA,NA,NA,"A few times per year","Agree","Somewhat disagree","Strongly agree","Somewhat agree","Not effective at all","Not effective at all","Moderately effective","Moderately effective","Extremely effective","No","Agree","Strongly disagree","Somewhat disagree","Somewhat disagree","C","Yes","No","No","Yes",2,"Yes","Yes","No","No","No",2,"No","Yes","No","No","No","No",1,"Control","Two of them","Three of them","Strongly agree","Strongly agree","Strongly disagree","Somewhat agree"
"R_102802",57,"Retired","Male","$50,001 - $75,000","Yes",33523,NA,NA,NA,NA,NA,"At least once a week","Agree","Strongly agree","Disagree","Somewhat agree","Moderately effective","Slightly effective","Moderately effective","Very effective","Very effective","No","Somewhat agree","Somewhat agree","Somewhat agree","Agree","C","Yes","No","No","No",1,"No","Yes","No","No","No",1,"No","No","Yes","No","No","No",1,"Control","Two of them","Two of them","Somewhat disagree","Somewhat agree","Agree","Disagree"
"R_102803",47,"Full-time","Male","$50,001 - $75,000","Yes",33579,NA,NA,NA,NA,NA,"Once or twice a month","Somewhat disagree","Strongly agree","Strongly agree","Disagree","Not effective at all","Not effective at all","Very effective","Extremely effective","Moderately effective","Yes","Strongly disagree","Strongly agree","Somewhat disagree","Agree","C","Yes","No","No","Yes",2,"Yes","Yes","No","No","No",2,"No","No","Yes","No","No","No",1,"Control","All of them","Three of them","Strongly agree","Strongly agree","Disagree","Somewhat agree"
"R_102804",32,"Full-time","Male","$25,001 - $50,000","Yes",34120,NA,NA,NA,NA,NA,"A few times per year","Somewhat disagree","Strongly agree","Strongly agree","Somewhat disagree","Moderately effective","Extremely effective","Extremely effective","Not effective at all","Extremely effective","No","Somewhat agree","Agree","Somewhat disagree","Disagree","C","Yes","No","No","Yes",2,"No","Yes","No","No","No",1,"No","No","No","Yes","Yes","No",2,"Treatment","All of them","All of them","Strongly agree","Strongly agree","Strongly agree","Disagree"
"R_102805",32,"Full-time","Male","$50,001 - $75,000","Yes",33570,NA,NA,NA,NA,NA,"Once or twice a month","Strongly disagree","Strongly agree","Strongly agree","Somewhat disagree","Slightly effective","Extremely effective","Extremely effective","Not effective at all","Extremely effective","Yes","Agree","Strongly disagree","Agree","Agree","C","Yes","No","No","Yes",2,"No","Yes","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","All of them","Two of them","Agree","Strongly agree","Disagree","Somewhat agree"
"R_102806",43,"Full-time","Male","$100,001 or more","Yes",34202,NA,NA,NA,NA,NA,"At least once a week","Strongly agree","Agree","Strongly agree","Somewhat disagree","Extremely effective","Very effective","Extremely effective","Not effective at all","Extremely effective","Yes","Strongly disagree","Strongly agree","Strongly agree","Somewhat disagree","C","Yes","No","No","Yes",2,"Yes","No","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","Four of them","Three of them","Strongly disagree","Somewhat disagree","Strongly agree","Somewhat agree"
"R_110301",75,"Retired","Male","$75,001 - $100,000","Yes",33573,NA,NA,NA,NA,NA,"At least once a week","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Extremely effective","Not effective at all","Not effective at all","Moderately effective","Not effective at all","Yes","Somewhat disagree","Disagree","Strongly disagree","Somewhat agree","B","No","Yes","No","No",1,"No","Yes","No","No","No",1,"Yes","No","No","No","No","No",0,"Control","Two of them","Three of them","Somewhat agree","Strongly agree","Strongly agree","Strongly disagree"
"R_110302",53,"Full-time","Male","$75,001 - $100,000","Yes",33573,NA,NA,NA,"Relax",NA,"Once or twice a month","Somewhat agree","Strongly agree","Strongly agree","Disagree","Not effective at all","Not effective at all","Moderately effective","Not effective at all","Moderately effective","Yes","Strongly disagree","Somewhat agree","Somewhat agree","Somewhat agree","A","No","Yes","No","No",1,"Yes","Yes","No","Yes","Yes",4,"Yes","No","No","No","No","No",0,"Treatment","Two of them","Two of them","Somewhat agree","Somewhat disagree","Disagree","Somewhat disagree"
"R_110303",66,"Retired","Male","$100,001 or more","Yes",33635,NA,NA,NA,NA,NA,"At least once a week","Agree","Strongly agree","Strongly agree","Somewhat agree","Moderately effective","Not effective at all","Extremely effective","Slightly effective","Moderately effective","Yes","Disagree","Disagree","Agree","Strongly agree","A","Yes","Yes","No","No",2,"Yes","Yes","No","No","No",2,"No","Yes","No","No","No","No",1,"Treatment","Four of them","Two of them","Strongly agree","Agree","Somewhat agree","Strongly agree"
"R_110304",83,"Retired","Male",NA,"Yes",33803,NA,NA,NA,NA,NA,"At least once a week","Strongly disagree","Strongly agree","Strongly agree","Strongly disagree","Slightly effective","Not effective at all","Very effective","Extremely effective","Extremely effective","Yes","Disagree","Disagree","Somewhat disagree","Disagree","A","No","Yes","No","No",1,"Yes","No","No","No","No",1,"Yes","No","No","No","No","No",0,"Treatment","Three of them","Three of them","Somewhat agree","Strongly agree","Disagree","Strongly disagree"
